date,state,cases_left,deaths_left,cases_right,deaths_right,cases_diff,death_diff
2020-08-02,PE,97970.0,6634,72791.0,4802,25179.0,1832
2020-08-02,PB,84008.0,1850,37627.0,635,46381.0,1215
2020-08-02,PA,156285.0,5773,126096.0,5062,30189.0,711
2020-08-02,MT,53363.0,1886,28073.0,1091,25290.0,795
2020-08-02,MS,26003.0,404,11441.0,199,14562.0,205
2020-08-02,MG,132801.0,2891,69763.0,1416,63038.0,1475
2020-08-02,MA,121953.0,3050,49219.0,1007,72734.0,2043
2020-08-02,GO,70115.0,1697,38963.0,1041,31152.0,656
2020-08-02,ES,84238.0,2578,54566.0,1746,29672.0,832
2020-08-02,DF,110028.0,1523,110028.0,1523,0.0,0
2020-08-02,CE,176580.0,7709,148580.0,7085,28000.0,624
2020-08-02,BA,170476.0,3572,122113.0,2924,48363.0,648
2020-08-02,AP,36639.0,571,27102.0,496,9537.0,75
2020-08-02,AM,102124.0,3283,85771.0,3030,16353.0,253
2020-08-02,AL,62240.0,1594,40263.0,1111,21977.0,483
2020-08-02,AC,19966.0,537,4347.0,67,15619.0,470
2020-08-03,TO,26998.0,402,20684.0,295,6314.0,107
2020-08-03,SP,560218.0,23365,232561.0,9117,327657.0,14248
2020-08-03,SE,60479.0,1489,44964.0,1018,15515.0,471
2020-08-03,SC,88889.0,1196,64580.0,914,24309.0,282
2020-08-03,RS,71479.0,2016,28650.0,781,42829.0,1235
2020-08-03,RR,33188.0,513,6576.0,88,26612.0,425
2020-08-03,RO,40016.0,888,10679.0,202,29337.0,686
2020-08-03,RN,52030.0,1894,40786.0,1527,11244.0,367
2020-08-03,RJ,168064.0,13604,45628.0,1995,122436.0,11609
2020-08-03,PR,80865.0,2050,58507.0,1539,22358.0,511
2020-08-03,PI,53224.0,1385,37204.0,1106,16020.0,279
2020-08-03,PE,98401.0,6669,73104.0,4826,25297.0,1843
2020-08-03,PB,84211.0,1870,37747.0,644,46464.0,1226
2020-08-03,PA,156505.0,5784,126296.0,5072,30209.0,712
2020-08-03,MT,54711.0,1907,28848.0,1105,25863.0,802
2020-08-03,MS,26645.0,421,11695.0,206,14950.0,215
2020-08-03,MG,133743.0,2894,70363.0,1417,63380.0,1477
2020-08-03,MA,122482.0,3069,49363.0,1017,73119.0,2052
2020-08-03,GO,70252.0,1716,39059.0,1054,31193.0,662
2020-08-03,ES,85215.0,2601,55134.0,1761,30081.0,840
2020-08-03,DF,112044.0,1546,112044.0,1546,0.0,0
2020-08-03,CE,176961.0,7752,148815.0,7118,28146.0,634
2020-08-03,BA,171391.0,3624,122730.0,2965,48661.0,659
2020-08-03,AP,36804.0,576,27212.0,500,9592.0,76
2020-08-03,AM,102386.0,3288,85953.0,3035,16433.0,253
2020-08-03,AL,62778.0,1607,40565.0,1120,22213.0,487
2020-08-03,AC,20339.0,539,4472.0,67,15867.0,472
2020-08-04,TO,27664.0,408,21190.0,298,6474.0,110
2020-08-04,SP,575589.0,23702,241091.0,9300,334498.0,14402
2020-08-04,SE,61069.0,1509,45287.0,1034,15782.0,475
2020-08-04,SC,92157.0,1235,66830.0,942,25327.0,293
2020-08-04,RS,73618.0,2099,29564.0,808,44054.0,1291
2020-08-04,RR,33194.0,528,6581.0,92,26613.0,436
2020-08-04,RO,41239.0,898,11206.0,208,30033.0,690
2020-08-04,RN,52566.0,1926,41199.0,1554,11367.0,372
2020-08-04,RJ,168911.0,13715,45702.0,2024,123209.0,11691
2020-08-04,PR,82718.0,2128,59790.0,1597,22928.0,531
2020-08-04,PI,54443.0,1401,38061.0,1116,16382.0,285
2020-08-04,PE,98833.0,6717,73422.0,4862,25411.0,1855
2020-08-04,PB,85760.0,1901,38578.0,655,47182.0,1246
2020-08-04,PA,158277.0,5799,127651.0,5082,30626.0,717
2020-08-04,MT,56169.0,1921,29726.0,1114,26443.0,807
2020-08-04,MS,27678.0,432,12019.0,212,15659.0,220
2020-08-04,MG,135728.0,2894,71177.0,1417,64551.0,1477
2020-08-04,MA,123887.0,3085,49950.0,1026,73937.0,2059
2020-08-04,GO,73231.0,1791,40717.0,1100,32514.0,691
2020-08-04,ES,86209.0,2628,55809.0,1778,30400.0,850
2020-08-04,DF,113924.0,1572,113924.0,1572,0.0,0
2020-08-04,CE,179341.0,7806,150334.0,7169,29007.0,637
2020-08-04,BA,175389.0,3678,125509.0,3013,49880.0,665
2020-08-04,AP,36999.0,581,27341.0,505,9658.0,76
2020-08-04,AM,103269.0,3299,86644.0,3046,16625.0,253
2020-08-04,AL,63351.0,1621,40926.0,1129,22425.0,492
2020-08-04,AC,20708.0,545,4550.0,71,16158.0,474
2020-08-05,TO,28312.0,415,21604.0,303,6708.0,112
2020-08-05,SP,585265.0,24109,245666.0,9493,339599.0,14616
2020-08-05,SE,61986.0,1525,45922.0,1047,16064.0,478
2020-08-05,SC,95410.0,1306,69104.0,995,26306.0,311
2020-08-05,RS,76563.0,2163,30696.0,840,45867.0,1323
2020-08-05,RR,34296.0,532,6826.0,93,27470.0,439
2020-08-05,RO,42020.0,918,11541.0,221,30479.0,697
2020-08-05,RN,53490.0,1933,41945.0,1559,11545.0,374
2020-08-05,RJ,172679.0,13855,46891.0,2047,125788.0,11808
2020-08-05,PR,85317.0,2164,61655.0,1624,23662.0,540
2020-08-05,PI,54443.0,1401,38909.0,1127,15534.0,274
2020-08-05,PE,100321.0,6758,74505.0,4898,25816.0,1860
2020-08-05,PB,87071.0,1922,39276.0,663,47795.0,1259
2020-08-05,PA,160695.0,5818,129451.0,5093,31244.0,725
2020-08-05,MT,58506.0,1945,30943.0,1125,27563.0,820
2020-08-05,MS,28315.0,442,12304.0,217,16011.0,225
2020-08-05,MG,139661.0,3195,72730.0,1417,66931.0,1778
2020-08-05,MA,125459.0,3103,50586.0,1034,74873.0,2069
2020-08-05,GO,76605.0,1830,42822.0,1126,33783.0,704
2020-08-05,ES,87242.0,2646,56487.0,1785,30755.0,861
2020-08-05,DF,115966.0,1572,115966.0,1572,0.0,0
2020-08-05,CE,181443.0,7867,151726.0,7220,29717.0,647
2020-08-05,BA,179737.0,3736,128683.0,3062,51054.0,674
2020-08-05,AP,37318.0,588,27584.0,511,9734.0,77
2020-08-05,AM,104250.0,3317,87415.0,3062,16835.0,255
2020-08-05,AL,64194.0,1633,41468.0,1139,22726.0,494
2020-08-05,AC,21033.0,547,4673.0,72,16360.0,475
2020-08-06,TO,29539.0,428,22512.0,310,7027.0,118
2020-08-06,SP,598670.0,24448,252397.0,9664,346273.0,14784
2020-08-06,SE,62844.0,1537,46551.0,1056,16293.0,481
2020-08-06,SC,98634.0,1357,71327.0,1030,27307.0,327
2020-08-06,RS,78837.0,2231,31638.0,873,47199.0,1358
2020-08-06,RR,34929.0,538,6929.0,98,28000.0,440
2020-08-06,RO,42725.0,923,11894.0,225,30831.0,698
2020-08-06,RN,54106.0,1954,42407.0,1573,11699.0,381
2020-08-06,RJ,174064.0,13941,47408.0,2059,126656.0,11882
2020-08-06,PR,87269.0,2224,63068.0,1670,24201.0,554
2020-08-06,PI,57100.0,1436,39786.0,1139,17314.0,297
2020-08-06,PE,101395.0,6828,75278.0,4949,26117.0,1879
2020-08-06,PB,87867.0,1945,39588.0,677,48279.0,1268
2020-08-06,PA,162822.0,5835,131181.0,5107,31641.0,728
2020-08-06,MT,59841.0,1974,31704.0,1143,28137.0,831
2020-08-06,MS,29101.0,458,12643.0,226,16458.0,232
2020-08-06,MG,142828.0,3304,74264.0,1610,68564.0,1694
2020-08-06,MA,127065.0,3120,51364.0,1045,75701.0,2075
2020-08-06,GO,79897.0,1888,44950.0,1164,34947.0,724
2020-08-06,ES,88543.0,2667,57300.0,1800,31243.0,867
2020-08-06,DF,118000.0,1651,118000.0,1651,0.0,0
2020-08-06,CE,183301.0,7893,152963.0,7240,30338.0,653
2020-08-06,BA,183690.0,3789,131580.0,3113,52110.0,676
2020-08-06,AP,37735.0,594,27935.0,517,9800.0,77
2020-08-06,AM,105054.0,3335,88072.0,3079,16982.0,256
2020-08-06,AL,65093.0,1643,42176.0,1146,22917.0,497
2020-08-06,AC,21263.0,552,4790.0,74,16473.0,478
2020-08-07,TO,30358.0,437,23042.0,316,7316.0,121
2020-08-07,SP,608379.0,24735,257386.0,9787,350993.0,14948
2020-08-07,SE,63728.0,1558,47103.0,1070,16625.0,488
2020-08-07,SC,101582.0,1400,73291.0,1062,28291.0,338
2020-08-07,RS,79026.0,2282,31726.0,894,47300.0,1388
2020-08-07,RR,35540.0,544,6977.0,100,28563.0,444
2020-08-07,RO,43390.0,934,12181.0,230,31209.0,704
2020-08-07,RN,54717.0,1965,42848.0,1582,11869.0,383
2020-08-07,RJ,175696.0,14028,48085.0,2071,127611.0,11957
2020-08-07,PR,88899.0,2270,64254.0,1701,24645.0,569
2020-08-07,PI,58390.0,1452,40665.0,1154,17725.0,298
2020-08-07,PE,102872.0,6867,76340.0,4977,26532.0,1890
2020-08-07,PB,89117.0,1965,40460.0,685,48657.0,1280
2020-08-07,PA,164759.0,5854,132768.0,5123,31991.0,731
2020-08-07,MT,62785.0,2037,33245.0,1172,29540.0,865
2020-08-07,MS,29988.0,481,13013.0,233,16975.0,248
2020-08-07,MG,147323.0,3381,76162.0,1656,71161.0,1725
2020-08-07,MA,128846.0,3138,52198.0,1055,76648.0,2083
2020-08-07,GO,82807.0,1946,46499.0,1198,36308.0,748
2020-08-07,ES,89923.0,2698,58180.0,1816,31743.0,882
2020-08-07,DF,119903.0,1682,119903.0,1682,0.0,0
2020-08-07,CE,185409.0,7921,154446.0,7260,30963.0,661
2020-08-07,BA,187892.0,3843,134657.0,3141,53235.0,702
2020-08-07,AP,37964.0,599,28113.0,521,9851.0,78
2020-08-07,AM,105857.0,3345,88733.0,3088,17124.0,257
2020-08-07,AL,65916.0,1654,42769.0,1154,23147.0,500
2020-08-07,AC,21376.0,556,4840.0,76,16536.0,480
2020-08-08,TO,31103.0,444,23592.0,322,7511.0,122
2020-08-08,SP,621731.0,25016,264758.0,9916,356973.0,15100
2020-08-08,SE,64271.0,1577,47440.0,1084,16831.0,493
2020-08-08,SC,104749.0,1419,75438.0,1073,29311.0,346
2020-08-08,RS,83595.0,2346,33636.0,928,49959.0,1418
2020-08-08,RR,35933.0,547,7041.0,100,28892.0,447
2020-08-08,RO,43866.0,940,12350.0,234,31516.0,706
2020-08-08,RN,55150.0,1970,43163.0,1586,11987.0,384
2020-08-08,RJ,178524.0,14070,48913.0,2084,129611.0,11986
2020-08-08,PR,88899.0,2270,64254.0,1701,24645.0,569
2020-08-08,PI,59571.0,1469,41412.0,1168,18159.0,301
2020-08-08,PE,104113.0,6920,77234.0,5020,26879.0,1900
2020-08-08,PB,89893.0,1983,40858.0,694,49035.0,1289
2020-08-08,PA,167099.0,5871,134747.0,5138,32352.0,733
2020-08-08,MT,62826.0,2061,33301.0,1190,29525.0,871
2020-08-08,MS,30707.0,492,13339.0,238,17368.0,254
2020-08-08,MG,150723.0,3449,78103.0,1676,72620.0,1773
2020-08-08,MA,129700.0,3154,52607.0,1066,77093.0,2088
2020-08-08,GO,84531.0,2008,47552.0,1240,36979.0,768
2020-08-08,ES,91146.0,2720,59081.0,1830,32065.0,890
2020-08-08,DF,121824.0,1712,121824.0,1712,0.0,0
2020-08-08,CE,188244.0,7951,156704.0,7284,31540.0,667
2020-08-08,BA,191401.0,3899,137055.0,3167,54346.0,732
2020-08-08,AP,38139.0,601,28274.0,523,9865.0,78
2020-08-08,AM,106428.0,3364,89238.0,3107,17190.0,257
2020-08-08,AL,66748.0,1665,43458.0,1162,23290.0,503
2020-08-08,AC,21498.0,559,4872.0,76,16626.0,483
2020-08-09,TO,31663.0,451,24011.0,328,7652.0,123
2020-08-09,SP,627126.0,25114,267869.0,9959,359257.0,15155
2020-08-09,SE,64693.0,1589,47726.0,1093,16967.0,496
2020-08-09,SC,105935.0,1445,76302.0,1091,29633.0,354
2020-08-09,RS,83991.0,2360,33770.0,934,50221.0,1426
2020-08-09,RR,36387.0,547,7122.0,100,29265.0,447
2020-08-09,RO,44010.0,943,12364.0,236,31646.0,707
2020-08-09,RN,55290.0,1972,43256.0,1588,12034.0,384
2020-08-09,RJ,178850.0,14080,49085.0,2085,129765.0,11995
2020-08-09,PR,89966.0,2345,64852.0,1751,25114.0,594
2020-08-09,PI,59982.0,1480,41676.0,1177,18306.0,303
2020-08-09,PE,105134.0,6941,77936.0,5038,27198.0,1903
2020-08-09,PB,90082.0,2000,40948.0,695,49134.0,1305
2020-08-09,PA,167642.0,5885,135271.0,5152,32371.0,733
2020-08-09,MT,63416.0,2090,33542.0,1203,29874.0,887
2020-08-09,MS,31344.0,509,13515.0,245,17829.0,264
2020-08-09,MG,153927.0,3537,79792.0,1705,74135.0,1832
2020-08-09,MA,130136.0,3169,52824.0,1070,77312.0,2099
2020-08-09,GO,85071.0,2020,47794.0,1244,37277.0,776
2020-08-09,ES,91791.0,2735,59602.0,1837,32189.0,898
2020-08-09,DF,123057.0,1731,123057.0,1731,0.0,0
2020-08-09,CE,188542.0,7954,156920.0,7264,31622.0,690
2020-08-09,BA,193029.0,3953,138164.0,3212,54865.0,741
2020-08-09,AP,38208.0,602,28342.0,524,9866.0,78
2020-08-09,AM,106950.0,3359,89716.0,3101,17234.0,258
2020-08-09,AL,67613.0,1677,44229.0,1171,23384.0,506
2020-08-09,AC,21587.0,561,4934.0,77,16653.0,484
2020-08-10,TO,32289.0,461,24501.0,335,7788.0,126
2020-08-10,SP,628415.0,25151,268550.0,9980,359865.0,15171
2020-08-10,SE,64974.0,1614,47954.0,1108,17020.0,506
2020-08-10,SC,106928.0,1541,76967.0,1161,29961.0,380
2020-08-10,RS,84034.0,2417,33797.0,955,50237.0,1462
2020-08-10,RR,36449.0,547,7145.0,100,29304.0,447
2020-08-10,RO,44372.0,944,12505.0,237,31867.0,707
2020-08-10,RN,55420.0,1977,43333.0,1592,12087.0,385
2020-08-10,RJ,180016.0,14108,49416.0,2090,130600.0,12018
2020-08-10,PR,94124.0,2398,67695.0,1785,26429.0,613
2020-08-10,PI,60178.0,1503,41822.0,1195,18356.0,308
2020-08-10,PE,105381.0,6970,78108.0,5061,27273.0,1909
2020-08-10,PB,90366.0,2023,41099.0,701,49267.0,1322
2020-08-10,PA,168151.0,5893,135772.0,5159,32379.0,734
2020-08-10,MT,65198.0,2122,34406.0,1221,30792.0,901
2020-08-10,MS,31739.0,523,13631.0,251,18108.0,272
2020-08-10,MG,155075.0,3597,80498.0,1745,74577.0,1852
2020-08-10,MA,130566.0,3187,52984.0,1077,77582.0,2110
2020-08-10,GO,86451.0,2023,48551.0,1245,37900.0,778
2020-08-10,ES,93069.0,2764,60308.0,1851,32761.0,913
2020-08-10,DF,126069.0,1762,126069.0,1762,0.0,0
2020-08-10,CE,188657.0,7979,157001.0,7308,31656.0,671
2020-08-10,BA,194097.0,4011,138713.0,3254,55384.0,757
2020-08-10,AP,38399.0,603,28454.0,525,9945.0,78
2020-08-10,AM,107197.0,3384,89871.0,3123,17326.0,261
2020-08-10,AL,68237.0,1688,44711.0,1179,23526.0,509
2020-08-10,AC,21619.0,562,4947.0,77,16672.0,485
2020-08-11,TO,33047.0,474,25072.0,348,7975.0,126
2020-08-11,SP,639562.0,25571,274158.0,10160,365404.0,15411
2020-08-11,SE,65455.0,1633,48280.0,1119,17175.0,514
2020-08-11,SC,109522.0,1619,78821.0,1227,30701.0,392
2020-08-11,RS,87415.0,2472,35323.0,979,52092.0,1493
2020-08-11,RR,37006.0,551,7291.0,101,29715.0,450
2020-08-11,RO,45468.0,966,12985.0,245,32483.0,721
2020-08-11,RN,57921.0,2003,45479.0,1612,12442.0,391
2020-08-11,RJ,182563.0,14212,49899.0,2104,132664.0,12108
2020-08-11,PR,95943.0,2445,68914.0,1816,27029.0,629
2020-08-11,PI,61144.0,1526,42401.0,1207,18743.0,319
2020-08-11,PE,105982.0,7008,78574.0,5087,27408.0,1921
2020-08-11,PB,91819.0,2046,41841.0,711,49978.0,1335
2020-08-11,PA,169613.0,5901,136872.0,5166,32741.0,735
2020-08-11,MT,67061.0,2189,35379.0,1254,31682.0,935
2020-08-11,MS,32562.0,544,14004.0,260,18558.0,284
2020-08-11,MG,156551.0,3613,81415.0,1757,75136.0,1856
2020-08-11,MA,132060.0,3204,53699.0,1087,78361.0,2117
2020-08-11,GO,90226.0,2099,51022.0,1298,39204.0,801
2020-08-11,ES,94476.0,2783,61147.0,1864,33329.0,919
2020-08-11,DF,127484.0,1815,127484.0,1815,0.0,0
2020-08-11,CE,190550.0,8011,158447.0,7335,32103.0,676
2020-08-11,BA,198767.0,4067,141884.0,3292,56883.0,775
2020-08-11,AP,38636.0,604,28615.0,526,10021.0,78
2020-08-11,AM,108105.0,3405,90647.0,3144,17458.0,261
2020-08-11,AL,68935.0,1700,45129.0,1183,23806.0,517
2020-08-11,AC,21757.0,565,5001.0,77,16756.0,488
2020-08-12,TO,33766.0,482,25573.0,352,8193.0,130
2020-08-12,SP,655181.0,25869,279803.0,10294,375378.0,15575
2020-08-12,SE,65865.0,1653,48621.0,1135,17244.0,518
2020-08-12,SC,112401.0,1637,80783.0,1240,31618.0,397
2020-08-12,RS,90049.0,2540,36431.0,1007,53618.0,1533
2020-08-12,RR,37579.0,555,7426.0,102,30153.0,453
2020-08-12,RO,46061.0,981,13302.0,254,32759.0,727
2020-08-12,RN,56572.0,2019,44268.0,1625,12304.0,394
2020-08-12,RJ,185610.0,14295,50492.0,2114,135118.0,12181
2020-08-12,PR,97785.0,2516,70164.0,1869,27621.0,647
2020-08-12,PI,62465.0,1548,43286.0,1223,19179.0,325
2020-08-12,PE,107375.0,7049,79652.0,5118,27723.0,1931
2020-08-12,PB,92897.0,2071,42246.0,721,50651.0,1350
2020-08-12,PA,171878.0,5909,138774.0,5173,33104.0,736
2020-08-12,MT,68924.0,2221,36415.0,1269,32509.0,952
2020-08-12,MS,33509.0,558,14351.0,268,19158.0,290
2020-08-12,MG,160485.0,3783,82973.0,1826,77512.0,1957
2020-08-12,MA,133265.0,3215,54180.0,1090,79085.0,2125
2020-08-12,GO,93274.0,2135,53029.0,1327,40245.0,808
2020-08-12,ES,95753.0,2805,61940.0,1879,33813.0,926
2020-08-12,DF,129184.0,1870,129184.0,1870,0.0,0
2020-08-12,CE,192422.0,8052,159908.0,7365,32514.0,687
2020-08-12,BA,203020.0,4135,144809.0,3342,58211.0,793
2020-08-12,AP,38801.0,606,28729.0,528,10072.0,78
2020-08-12,AM,108920.0,3417,91346.0,3156,17574.0,261
2020-08-12,AL,69751.0,1711,45711.0,1189,24040.0,522
2020-08-12,AC,21993.0,569,5090.0,81,16903.0,488
2020-08-13,TO,34409.0,493,26003.0,357,8406.0,136
2020-08-13,SP,674455.0,26324,287958.0,10514,386497.0,15810
2020-08-13,SE,66810.0,1670,49227.0,1145,17583.0,525
2020-08-13,SC,115032.0,1696,82495.0,1279,32537.0,417
2020-08-13,RS,92560.0,2584,37758.0,1026,54802.0,1558
2020-08-13,RR,38270.0,561,7644.0,106,30626.0,455
2020-08-13,RO,46676.0,993,13594.0,259,33082.0,734
2020-08-13,RN,57072.0,2036,44682.0,1637,12390.0,399
2020-08-13,RJ,188085.0,14412,51089.0,2134,136996.0,12278
2020-08-13,PR,99667.0,2576,71456.0,1913,28211.0,663
2020-08-13,PI,63662.0,1566,44074.0,1235,19588.0,331
2020-08-13,PE,108842.0,7084,80793.0,5136,28049.0,1948
2020-08-13,PB,93794.0,2092,42643.0,725,51151.0,1367
2020-08-13,PA,173625.0,5917,140109.0,5181,33516.0,736
2020-08-13,MT,70658.0,2245,37320.0,1282,33338.0,963
2020-08-13,MS,34559.0,570,14650.0,271,19909.0,299
2020-08-13,MG,164915.0,3846,85847.0,1850,79068.0,1996
2020-08-13,MA,134193.0,3228,54516.0,1095,79677.0,2133
2020-08-13,GO,96749.0,2213,55518.0,1383,41231.0,830
2020-08-13,ES,96949.0,2823,62695.0,1890,34254.0,933
2020-08-13,DF,131170.0,1905,131170.0,1905,0.0,0
2020-08-13,CE,194081.0,8088,161179.0,7393,32902.0,695
2020-08-13,BA,206955.0,4202,147525.0,3393,59430.0,809
2020-08-13,AP,39015.0,609,28880.0,531,10135.0,78
2020-08-13,AM,109802.0,3435,92134.0,3173,17668.0,262
2020-08-13,AL,70629.0,1721,46233.0,1194,24396.0,527
2020-08-13,AC,22242.0,574,5229.0,83,17013.0,491
2020-08-14,TO,35403.0,500,26910.0,364,8493.0,136
2020-08-14,SP,686122.0,26613,293800.0,10634,392322.0,15979
2020-08-14,SE,67225.0,1684,49528.0,1152,17697.0,532
2020-08-14,SC,118183.0,1742,84544.0,1319,33639.0,423
2020-08-14,RS,95142.0,2631,39035.0,1050,56107.0,1581
2020-08-14,RR,38897.0,565,7850.0,108,31047.0,457
2020-08-14,RO,47288.0,1001,13807.0,264,33481.0,737
2020-08-14,RN,57467.0,2041,44997.0,1636,12470.0,405
2020-08-14,RJ,189891.0,14507,51374.0,2160,138517.0,12347
2020-08-14,PR,101844.0,2612,72979.0,1941,28865.0,671
2020-08-14,PI,64595.0,1581,44667.0,1244,19928.0,337
2020-08-14,PE,110409.0,7111,82000.0,5155,28409.0,1956
2020-08-14,PB,94660.0,2113,43091.0,732,51569.0,1381
2020-08-14,PA,175608.0,5924,141677.0,5187,33931.0,737
2020-08-14,MT,72269.0,2285,38142.0,1309,34127.0,976
2020-08-14,MS,35434.0,591,15023.0,281,20411.0,310
2020-08-14,MG,168428.0,3943,87522.0,1912,80906.0,2031
2020-08-14,MA,135324.0,3240,55052.0,1095,80272.0,2145
2020-08-14,GO,99234.0,2286,57142.0,1435,42092.0,851
2020-08-14,ES,98106.0,2849,63356.0,1905,34750.0,944
2020-08-14,DF,133166.0,1935,133166.0,1935,0.0,0
2020-08-14,CE,196144.0,8123,162744.0,7423,33400.0,700
2020-08-14,BA,210993.0,4271,150540.0,3442,60453.0,829
2020-08-14,AP,39244.0,612,29060.0,534,10184.0,78
2020-08-14,AM,110777.0,3455,92909.0,3192,17868.0,263
2020-08-14,AL,71232.0,1732,46549.0,1201,24683.0,531
2020-08-14,AC,22435.0,576,5314.0,84,17121.0,492
2020-08-15,TO,36478.0,506,27766.0,366,8712.0,140
2020-08-15,SP,697530.0,26780,300314.0,10732,397216.0,16048
2020-08-15,SE,67701.0,1696,49867.0,1159,17834.0,537
2020-08-15,SC,120001.0,1767,85758.0,1336,34243.0,431
2020-08-15,RS,97445.0,2647,40090.0,1054,57355.0,1593
2020-08-15,RR,39397.0,568,7979.0,110,31418.0,458
2020-08-15,RO,47652.0,1012,13979.0,269,33673.0,743
2020-08-15,RN,57660.0,2062,45146.0,1650,12514.0,412
2020-08-15,RJ,190614.0,14526,51397.0,2165,139217.0,12361
2020-08-15,PR,103771.0,2665,74334.0,1980,29437.0,685
2020-08-15,PI,65638.0,1594,45449.0,1253,20189.0,341
2020-08-15,PE,111773.0,7156,83010.0,5188,28763.0,1968
2020-08-15,PB,95588.0,2138,43537.0,743,52051.0,1395
2020-08-15,PA,177010.0,5932,142751.0,5193,34259.0,739
2020-08-15,MT,72761.0,2319,38372.0,1328,34389.0,991
2020-08-15,MS,36542.0,598,15593.0,284,20949.0,314
2020-08-15,MG,171514.0,4044,89142.0,1951,82372.0,2093
2020-08-15,MA,136280.0,3253,55596.0,1097,80684.0,2156
2020-08-15,GO,100938.0,2286,58388.0,1435,42550.0,851
2020-08-15,ES,98765.0,2864,63723.0,1913,35042.0,951
2020-08-15,DF,135014.0,1958,135014.0,1958,0.0,0
2020-08-15,CE,197381.0,8129,163630.0,7426,33751.0,703
2020-08-15,BA,214379.0,4338,152964.0,3490,61415.0,848
2020-08-15,AP,39431.0,613,29225.0,535,10206.0,78
2020-08-15,AM,111241.0,3463,93297.0,3199,17944.0,264
2020-08-15,AL,72076.0,1742,47080.0,1209,24996.0,533
2020-08-15,AC,22516.0,576,5337.0,84,17179.0,492
2020-08-16,TO,36989.0,511,28163.0,370,8826.0,141
2020-08-16,SP,699493.0,26852,301151.0,10754,398342.0,16098
2020-08-16,SE,67997.0,1705,50086.0,1164,17911.0,541
2020-08-16,SC,120880.0,1797,86408.0,1357,34472.0,440
2020-08-16,RS,97877.0,2689,40222.0,1069,57655.0,1620
2020-08-16,RR,39623.0,568,7993.0,110,31630.0,458
2020-08-16,RO,47837.0,1013,14026.0,270,33811.0,743
2020-08-16,RN,57720.0,2067,45194.0,1654,12526.0,413
2020-08-16,RJ,194279.0,14562,52440.0,2171,141839.0,12391
2020-08-16,PR,105104.0,2691,75216.0,1999,29888.0,692
2020-08-16,PI,66078.0,1608,45760.0,1263,20318.0,345
2020-08-16,PE,112958.0,7188,83890.0,5203,29068.0,1985
2020-08-16,PB,96033.0,2162,43670.0,755,52363.0,1407
2020-08-16,PA,177969.0,5940,143671.0,5201,34298.0,739
2020-08-16,MT,73269.0,2340,38648.0,1337,34621.0,1003
2020-08-16,MS,36836.0,626,15720.0,295,21116.0,331
2020-08-16,MG,174402.0,4132,90795.0,2006,83607.0,2126
2020-08-16,MA,136853.0,3264,55888.0,1101,80965.0,2163
2020-08-16,GO,101592.0,2322,58740.0,1457,42852.0,865
2020-08-16,ES,99580.0,2875,63997.0,1917,35583.0,958
2020-08-16,DF,136467.0,1976,136467.0,1976,0.0,0
2020-08-16,CE,197619.0,8133,163825.0,7430,33794.0,703
2020-08-16,BA,216030.0,4406,153945.0,3543,62085.0,863
2020-08-16,AP,39518.0,613,29310.0,535,10208.0,78
2020-08-16,AM,111912.0,3483,93932.0,3218,17980.0,265
2020-08-16,AL,72734.0,1753,47484.0,1215,25250.0,538
2020-08-16,AC,22548.0,576,5364.0,84,17184.0,492
2020-08-17,TO,37856.0,516,28814.0,374,9042.0,142
2020-08-17,SP,702665.0,26899,303173.0,10769,399492.0,16130
2020-08-17,SE,68313.0,1717,50338.0,1173,17975.0,544
2020-08-17,SC,121666.0,1839,86916.0,1387,34750.0,452
2020-08-17,RS,98007.0,2744,40272.0,1089,57735.0,1655
2020-08-17,RR,39665.0,568,8012.0,110,31653.0,458
2020-08-17,RO,48232.0,1017,14204.0,272,34028.0,745
2020-08-17,RN,57898.0,2081,45337.0,1664,12561.0,417
2020-08-17,RJ,194651.0,14566,52532.0,2171,142119.0,12395
2020-08-17,PR,106379.0,2733,75925.0,2033,30454.0,700
2020-08-17,PI,66315.0,1619,45926.0,1270,20389.0,349
2020-08-17,PE,113183.0,7210,84053.0,5216,29130.0,1994
2020-08-17,PB,96223.0,2183,43802.0,765,52421.0,1418
2020-08-17,PA,178375.0,5945,144064.0,5204,34311.0,741
2020-08-17,MT,74509.0,2368,39364.0,1355,35145.0,1013
2020-08-17,MS,37425.0,640,15898.0,302,21527.0,338
2020-08-17,MG,175715.0,4223,91735.0,2048,83980.0,2175
2020-08-17,MA,137408.0,3277,56057.0,1106,81351.0,2171
2020-08-17,GO,102665.0,2336,59349.0,1464,43316.0,872
2020-08-17,ES,100859.0,2908,64761.0,1938,36098.0,970
2020-08-17,DF,138735.0,2042,138735.0,2042,0.0,0
2020-08-17,CE,198202.0,8163,164242.0,7453,33960.0,710
2020-08-17,BA,217115.0,4475,154687.0,3589,62428.0,886
2020-08-17,AP,39703.0,617,29417.0,539,10286.0,78
2020-08-17,AM,112263.0,3505,94227.0,3238,18036.0,267
2020-08-17,AL,72938.0,1763,47616.0,1221,25322.0,542
2020-08-17,AC,22605.0,582,5403.0,86,17202.0,496
2020-08-18,TO,38845.0,531,29454.0,387,9391.0,144
2020-08-18,SP,711530.0,27315,307768.0,10992,403762.0,16323
2020-08-18,SE,68699.0,1729,50529.0,1182,18170.0,547
2020-08-18,SC,124313.0,1883,88810.0,1419,35503.0,464
2020-08-18,RS,101217.0,2822,41969.0,1120,59248.0,1702
